x,y,name,vicinity,place_id,types,rating,user_ratings_total,lat,lng,type
52.125045314401,21.067745903669,"Cudziło Dorota, lek. stomatolog, ortodonta. Prywatny gabinet","Wąwozowa 6, Warszawa",ChIJ_QfwB6ItGUcR19zzVUonWf4,"dentist,health",2.3,3,52.13234419999999,21.0705302,dentist
52.125045314401,21.067745903669,Kabaty Dental,"Wąwozowa 4/lok. H18, Warszawa",ChIJgdTWjaEtGUcRSuX4LAC9MAk,"dentist,health",NA,NA,52.13232529999999,21.0723647,dentist
52.125045314401,21.067745903669,Kondrat Grażyna. Praktyka ortodontyczna,"Melchiora Wańkowicza 2, Warszawa",ChIJE73HMp8tGUcR0TkURfxDmWY,"dentist,health",5,1,52.1328623,21.066766,dentist
52.125045314401,21.067745903669,Mini Dental,"Wąwozowa 2/lok.2B, Warszawa",ChIJDYdAoKEtGUcR1MOmTRLhis8,"doctor,dentist,health",3.8,6,52.13288439999999,21.0743225,dentist
52.125045314401,21.067745903669,Rymarczyk Beata. Praktyka stomatologiczna,"Aleja Komisji Edukacji Narodowej 19, Warszawa",ChIJnaMPA5wtGUcRJMNoIiAW-5w,"dentist,health",5,1,52.1343775,21.0624356,dentist
52.125045314401,21.067745903669,Stomatologia,Warsaw,ChIJP8zQbJwtGUcRPLL8Ja5lG9M,"doctor,dentist,health",NA,NA,52.13483679999999,21.0607226,dentist
52.125045314401,21.067745903669,Stomatologia,Warsaw,ChIJdQC_bJwtGUcRxxG7-sAbd3s,"doctor,dentist,health",NA,NA,52.1349117,21.0607199,dentist
52.124529418715,21.096949713153,Stomatologia Bartosik,"Przekorna 47, Warszawa",ChIJ4_PJaWwtGUcRW9LVO1OkfVk,"dentist,health",5,3,52.123621,21.0993809,dentist
52.144525771756,20.980926797435,L'ordent Stomatologia,"Stefana Starzyńskiego 4, Dawidy Bankowe",ChIJPVxU3DcyGUcRgHOXOWVsG4A,"dentist,health",4,4,52.1320187,20.979664,dentist
52.14403124548,21.01014493245,Klinika Stomatologia Zarębscy,"Puławska 320 wjazd na parking od ul, Rysy, Warszawa",ChIJKTT6nmEyGUcRMmqi0i5RE_M,"doctor,dentist,health",4.6,11,52.144097,21.0173192,dentist
52.14403124548,21.01014493245,"Myszka-Nawrocka M., lek. stomatolog. Gabinet","Czerwonych Wierchów 10, Warszawa",ChIJK6MkkYoyGUcRuEoadmlmuvg,"dentist,health",NA,NA,52.148719,21.016001,dentist
52.14403124548,21.01014493245,Medical Center Corten Medic,"Makolągwy 21, Warszawa",ChIJBRWGtmIyGUcRJuYZ9s7zBwo,"hospital,dentist,health",4.3,26,52.1446619,21.0265959,dentist
52.14403124548,21.01014493245,"Dental Clinic, Artedentyka Anita Ruczko","Pustułeczki 23, Warszawa",ChIJO64mzWIyGUcRcdmNdY3CwF4,"doctor,dentist,health",4.9,9,52.1436831,21.02688329999999,dentist
52.14403124548,21.01014493245,MAJ-DENT,"Żołny 42, Warszawa",ChIJIUJyKHsyGUcRW-LTGEBqVJw,"dentist,health",4.4,7,52.1382704,21.02316339999999,dentist
52.14403124548,21.01014493245,Clinic Dental Health Foundation,"Wilhelma Konrada Roentgena 23, Warszawa",ChIJx_VVsGIyGUcRZ_mJ9pAp95w,"dentist,health",3.5,6,52.145044,21.026515,dentist
52.14403124548,21.01014493245,Beata Dąbrowska,"Puławska bud. 278/1, Warszawa",ChIJ64UoiALTHkcRABXu9V_FJbA,"dentist,health",NA,NA,52.14385,21.017826,dentist
52.14403124548,21.01014493245,MR MED,"Janowskiego 50, Warszawa",ChIJc7ElkowyGUcRCFMzT6Hvb20,"dentist,health",4.6,16,52.1537044,21.0198784,dentist
52.14403124548,21.01014493245,Dentysta Warszawa | Stomatologia Medicover - Puławska,"Puławska 278, Warszawa",ChIJS5B4BfwzGUcRiKJhsMUvjyo,"doctor,dentist,health",5,7,52.15101199999999,21.017103,dentist
52.14403124548,21.01014493245,Fradent Stomatologia,"Wilhelma Konrada Roentgena 44/lok. U2, Warszawa",ChIJl7GEBREzGUcRFsrJWE7Sb78,"dentist,health",5,4,52.1435422,21.0247715,dentist
52.14403124548,21.01014493245,Inter-Dent. Laboratorium protetyczne,"Pustułeczki 23, Warszawa",ChIJ5ZHXzGIyGUcR6OmxlrYwPG8,"dentist,health",NA,NA,52.1436834,21.02691,dentist
52.143529484911,21.039362218022,Triclinium,"Aleja Komisji Edukacji Narodowej 47, Warszawa",ChIJ2zlc2ngtGUcR_M-jLXt_s_Q,"dentist,health",4.2,18,52.14255490000001,21.0528825,dentist
52.143529484911,21.039362218022,Stomatologia KEN 50,"Aleja Komisji Edukacji Narodowej 50, Warszawa",ChIJ3UQEHnktGUcR1XtRhs36iK4,"dentist,health",3.9,10,52.14350539999999,21.0549895,dentist
52.143529484911,21.039362218022,Orthos,"Meander 22, Warszawa",ChIJT4FOwHgtGUcRkWP7WqWYMhM,"dentist,health",3.3,32,52.1425862,21.0539369,dentist
52.143529484911,21.039362218022,Dentice Art Dental Clinic,"Aleja Komisji Edukacji Narodowej 48, Warszawa",ChIJ2Yk_43gtGUcRnAeNuhmVzk0,"dentist,doctor,health",4,28,52.1430446,21.0551707,dentist
52.143529484911,21.039362218022,Stomatologia Jarzębiny,"Indiry Gandhi 35 lok. U-10, Warszawa",ChIJIyoWVocyGUcRdAMEBnUJp_0,"dentist,doctor,health",4.4,47,52.14385189999999,21.0361249,dentist
52.143529484911,21.039362218022,NZOZ GORDENT S.C. Bartholomew and Anna Gordon,"Dunikowskiego 9, Warszawa",ChIJmwEayI4yGUcR7QOGkW2c1X0,"dentist,health",3.7,3,52.15198900000001,21.026605,dentist
52.143529484911,21.039362218022,Dental Centre for Children and Youth,"Stefana Szolc-Rogozińskiego 3, Warszawa",ChIJ2dztGH0tGUcRg1wotXg6YxY,"dentist,health",4,44,52.1505599,21.0529264,dentist
52.143529484911,21.039362218022,Orto-Tech,"Kazury 2, Warszawa",ChIJXVf3E4EtGUcRxCdZ-HjbAss,"dentist,health",NA,NA,52.1384467,21.0457802,dentist
52.143529484911,21.039362218022,Luxdentic Stomatologia - Dentysta Praga Płd. i Ursynów,"Indiry Gandhi 27/102, Warszawa",ChIJBT-hdYEyGUcRkXqJUVDM314,"doctor,dentist,health",5,4,52.14691000000001,21.04135609999999,dentist
52.143529484911,21.039362218022,Meander Dentistry Warsaw Ursynów,"Meander 21, Warszawa",ChIJHyP7NH8tGUcRw4RnjesKNnE,"dentist,doctor,health",4.7,15,52.142784,21.051634,dentist
52.143529484911,21.039362218022,"Dental Clinic, Artedentyka Anita Ruczko","Pustułeczki 23, Warszawa",ChIJO64mzWIyGUcRcdmNdY3CwF4,"doctor,dentist,health",4.9,9,52.1436831,21.02688329999999,dentist
52.143529484911,21.039362218022,Medical Center Corten Medic,"Makolągwy 21, Warszawa",ChIJBRWGtmIyGUcRJuYZ9s7zBwo,"hospital,dentist,health",4.3,26,52.1446619,21.0265959,dentist
52.143529484911,21.039362218022,S Dental Clinic,"Belgradzka 50, Warszawa",ChIJtTkW-XctGUcRFhxgeBhWfvk,"dentist,health",4,4,52.13845989999999,21.051979,dentist
52.143529484911,21.039362218022,MyDent Klinika Stomatologiczna,"Aleja Komisji Edukacji Narodowej 46/7, Warszawa",ChIJoaJIQ3gtGUcROfm_ACZoFDk,"dentist,health",2,4,52.1419179,21.0566679,dentist
52.143529484911,21.039362218022,Gabinet Stomatologiczny Dentalia,"Lanciego 14/lok 158, Warszawa",ChIJob5h5HstGUcRl-_KQc-06NU,"dentist,health",5,16,52.146767,21.0567719,dentist
52.143529484911,21.039362218022,Dental Service,"Braci Wagów 4, Warszawa",ChIJDcMgYIItGUcR6clcwygxeOs,"doctor,dentist,health",4.2,25,52.13949599999999,21.053895,dentist
52.143529484911,21.039362218022,"Gabinet Stomatologiczny Zofia Rajkowska, lek. stomatolog","Alternatywy 5, Warszawa",ChIJJ8lvdn4yGUcR2kSVvwYWMaE,"dentist,health",4.7,3,52.14252889999999,21.0348359,dentist
52.143529484911,21.039362218022,GORDENT,"Dunikowskiego 9, Warszawa",ChIJOYVjto4yGUcRHrjw8fSyZUY,"dentist,health",4,11,52.1521761,21.0263226,dentist
52.143529484911,21.039362218022,Dental Club Sp. o.o.,"Dereniowa 52/54, Warszawa",ChIJn6-KCIQyGUcRZk-xfS3Zk_E,"doctor,dentist,health",3.8,9,52.14975099999999,21.039676,dentist
52.143529484911,21.039362218022,Gordent Klinika Stomatologiczna,"Dunikowskiego 9, Warszawa",ChIJBaxmto4yGUcRPvDabsVgs6o,"dentist,health",5,1,52.1521761,21.0263226,dentist
52.143529484911,21.039362218022,Kal-Dent. NZOZ. Laboratorium protetyki stomatologicznej. Gabinet,"Jana Miklaszewskiego 9, Warszawa",ChIJX92dvYYyGUcRkIZUgKAtj1I,"dentist,health",4.4,10,52.1481732,21.0357311,dentist
52.143529484911,21.039362218022,Mirodent Plus. NZOZ. Obcowski M.,"Indiry Gandhi 35, Warszawa",ChIJ3z3s-X0yGUcRYbr2CLcLhGg,"dentist,health",NA,NA,52.144371,21.034902,dentist
52.143529484911,21.039362218022,"Michasiewicz Małgorzata, lek. stomatolog","Lanciego 10E, Warszawa",ChIJwwSOvnktGUcRNU4GZtzOIsk,"dentist,health",NA,NA,52.14400699999999,21.058807,dentist
52.143529484911,21.039362218022,Family Dentistry Stokłosy,"Stanisława Herbsta 1, Warszawa",ChIJ3coJ5Y8yGUcR0Pn34dt7BCs,"doctor,dentist,health",3.4,14,52.155182,21.034044,dentist
52.143529484911,21.039362218022,Clinic Dental Health Foundation,"Wilhelma Konrada Roentgena 23, Warszawa",ChIJx_VVsGIyGUcRZ_mJ9pAp95w,"dentist,health",3.5,6,52.145044,21.026515,dentist
52.143529484911,21.039362218022,Smile Dental Center Sp. O.o.,"Teligi 5/8, wejście od, Cynamonowa, Warszawa",ChIJdWbcIIMyGUcRpyS4lmMteFA,"dentist,doctor,health",4.6,21,52.15230819999999,21.0461361,dentist
52.143529484911,21.039362218022,Centrum Medyczne Makrodent,"Na Uboczu 2, Warszawa",ChIJNQJ5PIItGUcRN5iTdw06mz8,"dentist,health",5,6,52.139697,21.0507709,dentist
52.143529484911,21.039362218022,Mirodent Plus lek.stom. Mirosław Obcowski,"ul, Indiry Gandhi 35/U2, Warszawa",ChIJcSPzO5ozGUcRirJF8Avvs8Q,"dentist,health",NA,NA,52.1444071,21.0345067,dentist
52.143529484911,21.039362218022,Gabinet Stomatologiczny Małgorzata Myszka- Nawrocka,"na parterze, Dereniowa 2A/lokal 212, Warszawa",ChIJZ7Ts5X8tGUcRhDky7Gxg4KU,"dentist,health",NA,NA,52.143449,21.044655,dentist
52.143529484911,21.039362218022,Stomatolog,"Indiry Gandhi 27, Warszawa",ChIJ6-2KDoEyGUcRbOFfxOPAczs,"dentist,health",NA,NA,52.1468723,21.04121589999999,dentist
52.143529484911,21.039362218022,Global Dent Warsaw,"ul, Filipiny Płaskowickiej 46, Warszawa",ChIJAQBArX0yGUcRvEXoup_5eQs,"dentist,health",NA,NA,52.1424032,21.0307165,dentist
52.143529484911,21.039362218022,Family Dentistry Imielin,"Aleja Komisji Edukacji Narodowej 51/U19, Warszawa",ChIJp2vR7X4tGUcRNe6n3N_cRO0,"dentist,health",2.8,17,52.144818,21.0500131,dentist
52.143529484911,21.039362218022,Gabinet Stomatologiczny Krzysztof Wilk,"Kazury 1, Warszawa",ChIJ41MPgZctGUcR9_4Y8WcdlO8,"dentist,health",5,5,52.1385365,21.04776349999999,dentist
52.143529484911,21.039362218022,Inter-Dent. Laboratorium protetyczne,"Pustułeczki 23, Warszawa",ChIJ5ZHXzGIyGUcR6OmxlrYwPG8,"dentist,health",NA,NA,52.1436834,21.02691,dentist
52.143529484911,21.039362218022,Meander Stomatologia,"Meander 21, Warszawa",ChIJ8whCtXgtGUcRxUWiinN9bH4,"dentist,health",5,4,52.1424949,21.051762,dentist
52.143529484911,21.039362218022,MAJ-DENT,"Żołny 42, Warszawa",ChIJIUJyKHsyGUcRW-LTGEBqVJw,"dentist,health",4.4,7,52.1382704,21.02316339999999,dentist
52.143529484911,21.039362218022,Dr n.med. Emilia Klein-Dębek,"ul. Meander 22 wejście od KEN, Warszawa",ChIJfYX8wHgtGUcR2YEJGE3a7-g,"dentist,health",NA,NA,52.142406,21.0533969,dentist
52.143529484911,21.039362218022,Fradent Stomatologia,"Wilhelma Konrada Roentgena 44/lok. U2, Warszawa",ChIJl7GEBREzGUcRFsrJWE7Sb78,"dentist,health",5,4,52.1435422,21.0247715,dentist
52.143529484911,21.039362218022,Jedynka. Gabinet Stomatologiczny,"pasaż Ursynowski 1/U11 02-784, Warszawa",ChIJ31vDEIUyGUcRtPC1XFzuAqQ,"dentist,health",5,1,52.1532113,21.0370541,dentist
52.143529484911,21.039362218022,Dentistry. Adam Goliński,"Stryjeńskich 19, Warszawa",ChIJPxyZeIQtGUcRdJtMkdqVXPY,"dentist,health",4.3,4,52.135696,21.050127,dentist
52.143529484911,21.039362218022,Gabinet Stomatologiczny Danuta Grabowska-Cieślak,"Lanciego 19/133, Warszawa",ChIJz0cGEt0tGUcRxDAnWOz0o0s,"dentist,health",NA,NA,52.1460608,21.0550616,dentist
52.143529484911,21.039362218022,"Kuczyńska Iwona, lek. stomatolog","pasaż Ursynowski 1, Warszawa",ChIJtaL4E4UyGUcRDGTli7E1bak,"dentist,health",5,1,52.1533963,21.0366506,dentist
52.143529484911,21.039362218022,"Gabinet stomatologiczny Porębska Joanna - protetyka, endodoncja","Stryjeńskich 17, Warszawa",ChIJG05bhYQtGUcR8bobz6W17RM,"dentist,health",3,2,52.135136,21.0512199,dentist
52.143529484911,21.039362218022,Gabinet stomatologiczny,"Kanarkowa 13, Warszawa",ChIJvSZpFnoyGUcRT1Po_FeFU6Y,"dentist,health",1,2,52.13585089999999,21.02743,dentist
52.143529484911,21.039362218022,STYLE 'WHITE - teeth whitening in 10 minutes,"Leonida Teligi 5/8, Warszawa",ChIJGTVR1YIyGUcRedIsHcmMrFA,"dentist,health",NA,NA,52.1531266,21.0470239,dentist
52.143529484911,21.039362218022,Gabinet Stomatologiczny - Elżbieta Panas,"Małej Łąki 7, Warszawa",ChIJI1hqQIMtGUcRY1oZgG0U7mk,"dentist,health",5,1,52.1364177,21.053387,dentist
52.143529484911,21.039362218022,"Hajduga Dorota, lek. stomatolog. Gabinet","Edwarda Dembowskiego 2, Warszawa",ChIJ38fLlI8yGUcRuew76S3FBsE,"dentist,health",NA,NA,52.1543459,21.0330942,dentist
52.143529484911,21.039362218022,Dentysta i Ginekolog,"Lanciego 10, Warszawa",ChIJTZf4mXktGUcRwqbpHHLfEqo,"dentist,health",NA,NA,52.14388289999999,21.0580218,dentist
52.143529484911,21.039362218022,Stomatologia,"Małej Łąki 10, Warszawa",ChIJFcl6TYMtGUcRJeEXm5bATJM,"dentist,health",NA,NA,52.1357843,21.0547909,dentist
52.143529484911,21.039362218022,White & Beauty - Wybielanie zębów Warszawa Ursynów,"Aleja Komisji Edukacji Narodowej 36/113, Warszawa",ChIJa2dkAzAtGUcRNBUkCfd769s,"dentist,health",5,2,52.1397318,21.0587536,dentist
52.143529484911,21.039362218022,Elle Med,"Eugeniusza Romera 4, Warszawa",ChIJewXKao4yGUcRKZpLYmLpUKs,"dentist,health",2.8,5,52.1550246,21.0307091,dentist
52.143020490537,21.06857864185,Specjalistyczna Lecznica Dentystyczno - Lekarska GALMED s.c. dr Anna i Gustaw Lech,"Aleja Komisji Edukacji Narodowej 26, Warszawa",ChIJ_YPjoZ4tGUcRdFpvIAsDtaE,"hospital,doctor,dentist,health",5,5,52.1345286,21.0628216,dentist
52.143020490537,21.06857864185,Triclinium,"Aleja Komisji Edukacji Narodowej 47, Warszawa",ChIJ2zlc2ngtGUcR_M-jLXt_s_Q,"dentist,health",4.2,18,52.14255490000001,21.0528825,dentist
52.143020490537,21.06857864185,Stomatologia KEN 50,"Aleja Komisji Edukacji Narodowej 50, Warszawa",ChIJ3UQEHnktGUcR1XtRhs36iK4,"dentist,health",3.9,10,52.14350539999999,21.0549895,dentist
52.143020490537,21.06857864185,ANIDENT,"Belgradzka 12, Warszawa",ChIJjwBBl3ctGUcRaD2lvezbLxY,"doctor,dentist,health",4.4,106,52.1411976,21.0613794,dentist
52.143020490537,21.06857864185,Orthos,"Meander 22, Warszawa",ChIJT4FOwHgtGUcRkWP7WqWYMhM,"dentist,health",3.3,32,52.1425862,21.0539369,dentist
52.143020490537,21.06857864185,Dentice Art Dental Clinic,"Aleja Komisji Edukacji Narodowej 48, Warszawa",ChIJ2Yk_43gtGUcRnAeNuhmVzk0,"dentist,doctor,health",4,28,52.1430446,21.0551707,dentist
52.143020490537,21.06857864185,Laboratorium Ceramiki Dentystycznej M.Ł.Markowscy,"Jana Rosoła 44A, Warszawa",ChIJF4Dwk3YtGUcRWE0643Als5Y,"dentist,health",NA,NA,52.1418399,21.0667513,dentist
52.143020490537,21.06857864185,Centrum Medyczne Corten Medic,"Belgradzka 4/U10, Warszawa",ChIJRanY_HYtGUcR4WMs7iImiCo,"doctor,dentist,health",4.7,48,52.14216099999999,21.064697,dentist
52.143020490537,21.06857864185,MyDent Klinika Stomatologiczna,"Aleja Komisji Edukacji Narodowej 46/7, Warszawa",ChIJoaJIQ3gtGUcROfm_ACZoFDk,"dentist,health",2,4,52.1419179,21.0566679,dentist
52.143020490537,21.06857864185,Gabinet Stomatologiczny Dentalia,"Lanciego 14/lok 158, Warszawa",ChIJob5h5HstGUcRl-_KQc-06NU,"dentist,health",5,16,52.146767,21.0567719,dentist
52.143020490537,21.06857864185,Warszawski Dentysta - Poradnia stomatologiczna Ursynów,"Aleja Komisji Edukacji Narodowej 21, Warszawa",ChIJ-16uEJwtGUcRvk_AthZFwzw,"dentist,health",5,2,52.134766,21.06176,dentist
52.143020490537,21.06857864185,Gabinet stomatologiczny MALDENT,"Ksawerego Bronikowskiego 1/212, Warszawa",ChIJW8v8V58tGUcRmU_8YZldWf8,"dentist,health",3,2,52.1326698,21.0686184,dentist
52.143020490537,21.06857864185,Family Dent Tatiana i Grzegorz Szewczak,"Aleja Komisji Edukacji Narodowej 15/lok.u5, Warszawa",ChIJy31_TJktGUcRpiJ2xu4HavI,"dentist,health",5,2,52.1332713,21.0633462,dentist
52.143020490537,21.06857864185,Meander Dentistry Warsaw Ursynów,"Meander 21, Warszawa",ChIJHyP7NH8tGUcRw4RnjesKNnE,"dentist,doctor,health",4.7,15,52.142784,21.051634,dentist
52.143020490537,21.06857864185,Kabaty Dental,"lokal H 18, Wąwozowa 4, Warszawa",ChIJJyP1k6EtGUcRp-Exm5ve4vY,"dentist,health",4,4,52.13275950000001,21.0726142,dentist
52.143020490537,21.06857864185,Wit Dental Clinic,"Nowoursynowska 145E, Warszawa",ChIJa4PqWmMtGUcREHp9lbTd0do,"dentist,health",4.4,12,52.1518869,21.058108,dentist
52.143020490537,21.06857864185,Dental Service,"Braci Wagów 4, Warszawa",ChIJDcMgYIItGUcR6clcwygxeOs,"doctor,dentist,health",4.2,25,52.13949599999999,21.053895,dentist
52.143020490537,21.06857864185,"Gabinet stomatologiczny ""Uśmiech"", Dentysta Ursynów","Wąwozowa 8, Warszawa",ChIJR7Yiu5gtGUcRNKTlrvJe4tg,"doctor,dentist,health",4.6,28,52.1316241,21.0680082,dentist
52.143020490537,21.06857864185,S Dental Clinic,"Belgradzka 50, Warszawa",ChIJtTkW-XctGUcRFhxgeBhWfvk,"dentist,health",4,4,52.13845989999999,21.051979,dentist
52.143020490537,21.06857864185,"Michasiewicz Małgorzata, lek. stomatolog","Lanciego 10E, Warszawa",ChIJwwSOvnktGUcRNU4GZtzOIsk,"dentist,health",NA,NA,52.14400699999999,21.058807,dentist
52.143020490537,21.06857864185,Dental Centre for Children and Youth,"Stefana Szolc-Rogozińskiego 3, Warszawa",ChIJ2dztGH0tGUcRg1wotXg6YxY,"dentist,health",4,44,52.1505599,21.0529264,dentist
52.143020490537,21.06857864185,Smile! Stomatologia Bezstresowa,"Nowoursynowska 136, Warszawa",ChIJqcgXxIctGUcRwdFISyJRMdQ,"doctor,dentist,health",4,12,52.1527591,21.0585437,dentist
52.143020490537,21.06857864185,Ulmax Dental Sp. z o.o.,"LOK 004, Wąwozowa 20, Warszawa",ChIJRROE_ZgtGUcR4fmBSBTxu0M,"dentist,health",5,1,52.13157440000001,21.0629871,dentist
52.143020490537,21.06857864185,Euro-Med Kabaty. Lecznica lekarsko - stomatologiczna,"Ksawerego Bronikowskiego 3, Warszawa",ChIJLUFYXJ8tGUcRZaAVH-MPBQs,"dentist,health",4.2,5,52.1334061,21.0697576,dentist
52.143020490537,21.06857864185,NATOLIŃSKA LECZNICA WETERYNARYJNA -Tomasz Jackowski-Tomasz Formiński,"3U9, Belgradzka, Warszawa",ChIJQxHZ-HYtGUcRDBw2h7TqJMc,"doctor,dentist,veterinary_care,health",4.8,54,52.1417246,21.0657166,dentist
52.143020490537,21.06857864185,Orthos S.c. NZOZ,"Pachnąca 87, Warszawa",ChIJmWYlfHotGUcRoJ71RB1vvrM,"dentist,health",NA,NA,52.147028,21.063426,dentist
