"x" "y" "name" "vicinity" "place_id" "types" "rating" "user_ratings_total" "lat" "lng" "type"
"29" "52.125045314401" "21.067745903669" "Cudzi³o Dorota, lek. stomatolog, ortodonta. Prywatny gabinet" "W¹wozowa 6, Warszawa" "ChIJ_QfwB6ItGUcR19zzVUonWf4" "dentist,health" 2.3 3 52.1323442 21.0705302 "dentist"
"30" "52.125045314401" "21.067745903669" "Kabaty Dental" "W¹wozowa 4/lok. H18, Warszawa" "ChIJgdTWjaEtGUcRSuX4LAC9MAk" "dentist,health" NA NA 52.1323253 21.0723647 "dentist"
"31" "52.125045314401" "21.067745903669" "Kondrat Gra¿yna. Praktyka ortodontyczna" "Melchiora Wañkowicza 2, Warszawa" "ChIJE73HMp8tGUcR0TkURfxDmWY" "dentist,health" 5 1 52.1328623 21.066766 "dentist"
"32" "52.125045314401" "21.067745903669" "Mini Dental" "W¹wozowa 2/lok.2B, Warszawa" "ChIJDYdAoKEtGUcR1MOmTRLhis8" "doctor,dentist,health" 3.8 6 52.1328844 21.0743225 "dentist"
"33" "52.125045314401" "21.067745903669" "Rymarczyk Beata. Praktyka stomatologiczna" "Aleja Komisji Edukacji Narodowej 19, Warszawa" "ChIJnaMPA5wtGUcRJMNoIiAW-5w" "dentist,health" 5 1 52.1343775 21.0624356 "dentist"
"34" "52.125045314401" "21.067745903669" "Stomatologia" "Warsaw" "ChIJP8zQbJwtGUcRPLL8Ja5lG9M" "doctor,dentist,health" NA NA 52.1348368 21.0607226 "dentist"
"35" "52.125045314401" "21.067745903669" "Stomatologia" "Warsaw" "ChIJdQC_bJwtGUcRxxG7-sAbd3s" "doctor,dentist,health" NA NA 52.1349117 21.0607199 "dentist"
"36" "52.124529418715" "21.096949713153" "Stomatologia Bartosik" "Przekorna 47, Warszawa" "ChIJ4_PJaWwtGUcRW9LVO1OkfVk" "dentist,health" 5 3 52.123621 21.0993809 "dentist"
"37" "52.144525771756" "20.980926797435" "L'ordent Stomatologia" "Stefana Starzyñskiego 4, Dawidy Bankowe" "ChIJPVxU3DcyGUcRgHOXOWVsG4A" "dentist,health" 4 4 52.1320187 20.979664 "dentist"
"38" "52.14403124548" "21.01014493245" "Klinika Stomatologia Zarêbscy" "Pu³awska 320 wjazd na parking od ul, Rysy, Warszawa" "ChIJKTT6nmEyGUcRMmqi0i5RE_M" "doctor,dentist,health" 4.6 11 52.144097 21.0173192 "dentist"
"39" "52.14403124548" "21.01014493245" "Myszka-Nawrocka M., lek. stomatolog. Gabinet" "Czerwonych Wierchów 10, Warszawa" "ChIJK6MkkYoyGUcRuEoadmlmuvg" "dentist,health" NA NA 52.148719 21.016001 "dentist"
"40" "52.14403124548" "21.01014493245" "Medical Center Corten Medic" "Makol¹gwy 21, Warszawa" "ChIJBRWGtmIyGUcRJuYZ9s7zBwo" "hospital,dentist,health" 4.3 26 52.1446619 21.0265959 "dentist"
"41" "52.14403124548" "21.01014493245" "Dental Clinic, Artedentyka Anita Ruczko" "Pustu³eczki 23, Warszawa" "ChIJO64mzWIyGUcRcdmNdY3CwF4" "doctor,dentist,health" 4.9 9 52.1436831 21.0268833 "dentist"
"42" "52.14403124548" "21.01014493245" "MAJ-DENT" "¯o³ny 42, Warszawa" "ChIJIUJyKHsyGUcRW-LTGEBqVJw" "dentist,health" 4.4 7 52.1382704 21.0231634 "dentist"
"43" "52.14403124548" "21.01014493245" "Clinic Dental Health Foundation" "Wilhelma Konrada Roentgena 23, Warszawa" "ChIJx_VVsGIyGUcRZ_mJ9pAp95w" "dentist,health" 3.5 6 52.145044 21.026515 "dentist"
"44" "52.14403124548" "21.01014493245" "Beata D¹browska" "Pu³awska bud. 278/1, Warszawa" "ChIJ64UoiALTHkcRABXu9V_FJbA" "dentist,health" NA NA 52.14385 21.017826 "dentist"
"45" "52.14403124548" "21.01014493245" "MR MED" "Janowskiego 50, Warszawa" "ChIJc7ElkowyGUcRCFMzT6Hvb20" "dentist,health" 4.6 16 52.1537044 21.0198784 "dentist"
"46" "52.14403124548" "21.01014493245" "Dentysta Warszawa | Stomatologia Medicover - Pu³awska" "Pu³awska 278, Warszawa" "ChIJS5B4BfwzGUcRiKJhsMUvjyo" "doctor,dentist,health" 5 7 52.151012 21.017103 "dentist"
"47" "52.14403124548" "21.01014493245" "Fradent Stomatologia" "Wilhelma Konrada Roentgena 44/lok. U2, Warszawa" "ChIJl7GEBREzGUcRFsrJWE7Sb78" "dentist,health" 5 4 52.1435422 21.0247715 "dentist"
"48" "52.14403124548" "21.01014493245" "Inter-Dent. Laboratorium protetyczne" "Pustu³eczki 23, Warszawa" "ChIJ5ZHXzGIyGUcR6OmxlrYwPG8" "dentist,health" NA NA 52.1436834 21.02691 "dentist"
"49" "52.143529484911" "21.039362218022" "Triclinium" "Aleja Komisji Edukacji Narodowej 47, Warszawa" "ChIJ2zlc2ngtGUcR_M-jLXt_s_Q" "dentist,health" 4.2 18 52.1425549 21.0528825 "dentist"
"50" "52.143529484911" "21.039362218022" "Stomatologia KEN 50" "Aleja Komisji Edukacji Narodowej 50, Warszawa" "ChIJ3UQEHnktGUcR1XtRhs36iK4" "dentist,health" 3.9 10 52.1435054 21.0549895 "dentist"
"51" "52.143529484911" "21.039362218022" "Orthos" "Meander 22, Warszawa" "ChIJT4FOwHgtGUcRkWP7WqWYMhM" "dentist,health" 3.3 32 52.1425862 21.0539369 "dentist"
"52" "52.143529484911" "21.039362218022" "Dentice Art Dental Clinic" "Aleja Komisji Edukacji Narodowej 48, Warszawa" "ChIJ2Yk_43gtGUcRnAeNuhmVzk0" "dentist,doctor,health" 4 28 52.1430446 21.0551707 "dentist"
"53" "52.143529484911" "21.039362218022" "Stomatologia Jarzêbiny" "Indiry Gandhi 35 lok. U-10, Warszawa" "ChIJIyoWVocyGUcRdAMEBnUJp_0" "dentist,doctor,health" 4.4 47 52.1438519 21.0361249 "dentist"
"54" "52.143529484911" "21.039362218022" "NZOZ GORDENT S.C. Bartholomew and Anna Gordon" "Dunikowskiego 9, Warszawa" "ChIJmwEayI4yGUcR7QOGkW2c1X0" "dentist,health" 3.7 3 52.151989 21.026605 "dentist"
"55" "52.143529484911" "21.039362218022" "Dental Centre for Children and Youth" "Stefana Szolc-Rogoziñskiego 3, Warszawa" "ChIJ2dztGH0tGUcRg1wotXg6YxY" "dentist,health" 4 44 52.1505599 21.0529264 "dentist"
"56" "52.143529484911" "21.039362218022" "Orto-Tech" "Kazury 2, Warszawa" "ChIJXVf3E4EtGUcRxCdZ-HjbAss" "dentist,health" NA NA 52.1384467 21.0457802 "dentist"
"57" "52.143529484911" "21.039362218022" "Luxdentic Stomatologia - Dentysta Praga P³d. i Ursynów" "Indiry Gandhi 27/102, Warszawa" "ChIJBT-hdYEyGUcRkXqJUVDM314" "doctor,dentist,health" 5 4 52.14691 21.0413561 "dentist"
"58" "52.143529484911" "21.039362218022" "Meander Dentistry Warsaw Ursynów" "Meander 21, Warszawa" "ChIJHyP7NH8tGUcRw4RnjesKNnE" "dentist,doctor,health" 4.7 15 52.142784 21.051634 "dentist"
"59" "52.143529484911" "21.039362218022" "Dental Clinic, Artedentyka Anita Ruczko" "Pustu³eczki 23, Warszawa" "ChIJO64mzWIyGUcRcdmNdY3CwF4" "doctor,dentist,health" 4.9 9 52.1436831 21.0268833 "dentist"
"60" "52.143529484911" "21.039362218022" "Medical Center Corten Medic" "Makol¹gwy 21, Warszawa" "ChIJBRWGtmIyGUcRJuYZ9s7zBwo" "hospital,dentist,health" 4.3 26 52.1446619 21.0265959 "dentist"
"61" "52.143529484911" "21.039362218022" "S Dental Clinic" "Belgradzka 50, Warszawa" "ChIJtTkW-XctGUcRFhxgeBhWfvk" "dentist,health" 4 4 52.1384599 21.051979 "dentist"
"62" "52.143529484911" "21.039362218022" "MyDent Klinika Stomatologiczna" "Aleja Komisji Edukacji Narodowej 46/7, Warszawa" "ChIJoaJIQ3gtGUcROfm_ACZoFDk" "dentist,health" 2 4 52.1419179 21.0566679 "dentist"
"63" "52.143529484911" "21.039362218022" "Gabinet Stomatologiczny Dentalia" "Lanciego 14/lok 158, Warszawa" "ChIJob5h5HstGUcRl-_KQc-06NU" "dentist,health" 5 16 52.146767 21.0567719 "dentist"
"64" "52.143529484911" "21.039362218022" "Dental Service" "Braci Wagów 4, Warszawa" "ChIJDcMgYIItGUcR6clcwygxeOs" "doctor,dentist,health" 4.2 25 52.139496 21.053895 "dentist"
"65" "52.143529484911" "21.039362218022" "Gabinet Stomatologiczny Zofia Rajkowska, lek. stomatolog" "Alternatywy 5, Warszawa" "ChIJJ8lvdn4yGUcR2kSVvwYWMaE" "dentist,health" 4.7 3 52.1425289 21.0348359 "dentist"
"66" "52.143529484911" "21.039362218022" "GORDENT" "Dunikowskiego 9, Warszawa" "ChIJOYVjto4yGUcRHrjw8fSyZUY" "dentist,health" 4 11 52.1521761 21.0263226 "dentist"
"67" "52.143529484911" "21.039362218022" "Dental Club Sp. o.o." "Dereniowa 52/54, Warszawa" "ChIJn6-KCIQyGUcRZk-xfS3Zk_E" "doctor,dentist,health" 3.8 9 52.149751 21.039676 "dentist"
"68" "52.143529484911" "21.039362218022" "Gordent Klinika Stomatologiczna" "Dunikowskiego 9, Warszawa" "ChIJBaxmto4yGUcRPvDabsVgs6o" "dentist,health" 5 1 52.1521761 21.0263226 "dentist"
"69" "52.143529484911" "21.039362218022" "Kal-Dent. NZOZ. Laboratorium protetyki stomatologicznej. Gabinet" "Jana Miklaszewskiego 9, Warszawa" "ChIJX92dvYYyGUcRkIZUgKAtj1I" "dentist,health" 4.4 10 52.1481732 21.0357311 "dentist"
"70" "52.143529484911" "21.039362218022" "Mirodent Plus. NZOZ. Obcowski M." "Indiry Gandhi 35, Warszawa" "ChIJ3z3s-X0yGUcRYbr2CLcLhGg" "dentist,health" NA NA 52.144371 21.034902 "dentist"
"71" "52.143529484911" "21.039362218022" "Michasiewicz Ma³gorzata, lek. stomatolog" "Lanciego 10E, Warszawa" "ChIJwwSOvnktGUcRNU4GZtzOIsk" "dentist,health" NA NA 52.144007 21.058807 "dentist"
"72" "52.143529484911" "21.039362218022" "Family Dentistry Stok³osy" "Stanis³awa Herbsta 1, Warszawa" "ChIJ3coJ5Y8yGUcR0Pn34dt7BCs" "doctor,dentist,health" 3.4 14 52.155182 21.034044 "dentist"
"73" "52.143529484911" "21.039362218022" "Clinic Dental Health Foundation" "Wilhelma Konrada Roentgena 23, Warszawa" "ChIJx_VVsGIyGUcRZ_mJ9pAp95w" "dentist,health" 3.5 6 52.145044 21.026515 "dentist"
"74" "52.143529484911" "21.039362218022" "Smile Dental Center Sp. O.o." "Teligi 5/8, wejœcie od, Cynamonowa, Warszawa" "ChIJdWbcIIMyGUcRpyS4lmMteFA" "dentist,doctor,health" 4.6 21 52.1523082 21.0461361 "dentist"
"75" "52.143529484911" "21.039362218022" "Centrum Medyczne Makrodent" "Na Uboczu 2, Warszawa" "ChIJNQJ5PIItGUcRN5iTdw06mz8" "dentist,health" 5 6 52.139697 21.0507709 "dentist"
"76" "52.143529484911" "21.039362218022" "Mirodent Plus lek.stom. Miros³aw Obcowski" "ul, Indiry Gandhi 35/U2, Warszawa" "ChIJcSPzO5ozGUcRirJF8Avvs8Q" "dentist,health" NA NA 52.1444071 21.0345067 "dentist"
"77" "52.143529484911" "21.039362218022" "Gabinet Stomatologiczny Ma³gorzata Myszka- Nawrocka" "na parterze, Dereniowa 2A/lokal 212, Warszawa" "ChIJZ7Ts5X8tGUcRhDky7Gxg4KU" "dentist,health" NA NA 52.143449 21.044655 "dentist"
"78" "52.143529484911" "21.039362218022" "Stomatolog" "Indiry Gandhi 27, Warszawa" "ChIJ6-2KDoEyGUcRbOFfxOPAczs" "dentist,health" NA NA 52.1468723 21.0412159 "dentist"
"79" "52.143529484911" "21.039362218022" "Global Dent Warsaw" "ul, Filipiny P³askowickiej 46, Warszawa" "ChIJAQBArX0yGUcRvEXoup_5eQs" "dentist,health" NA NA 52.1424032 21.0307165 "dentist"
"80" "52.143529484911" "21.039362218022" "Family Dentistry Imielin" "Aleja Komisji Edukacji Narodowej 51/U19, Warszawa" "ChIJp2vR7X4tGUcRNe6n3N_cRO0" "dentist,health" 2.8 17 52.144818 21.0500131 "dentist"
"81" "52.143529484911" "21.039362218022" "Gabinet Stomatologiczny Krzysztof Wilk" "Kazury 1, Warszawa" "ChIJ41MPgZctGUcR9_4Y8WcdlO8" "dentist,health" 5 5 52.1385365 21.0477635 "dentist"
"82" "52.143529484911" "21.039362218022" "Inter-Dent. Laboratorium protetyczne" "Pustu³eczki 23, Warszawa" "ChIJ5ZHXzGIyGUcR6OmxlrYwPG8" "dentist,health" NA NA 52.1436834 21.02691 "dentist"
"83" "52.143529484911" "21.039362218022" "Meander Stomatologia" "Meander 21, Warszawa" "ChIJ8whCtXgtGUcRxUWiinN9bH4" "dentist,health" 5 4 52.1424949 21.051762 "dentist"
"84" "52.143529484911" "21.039362218022" "MAJ-DENT" "¯o³ny 42, Warszawa" "ChIJIUJyKHsyGUcRW-LTGEBqVJw" "dentist,health" 4.4 7 52.1382704 21.0231634 "dentist"
"85" "52.143529484911" "21.039362218022" "Dr n.med. Emilia Klein-Dêbek" "ul. Meander 22 wejœcie od KEN, Warszawa" "ChIJfYX8wHgtGUcR2YEJGE3a7-g" "dentist,health" NA NA 52.142406 21.0533969 "dentist"
"86" "52.143529484911" "21.039362218022" "Fradent Stomatologia" "Wilhelma Konrada Roentgena 44/lok. U2, Warszawa" "ChIJl7GEBREzGUcRFsrJWE7Sb78" "dentist,health" 5 4 52.1435422 21.0247715 "dentist"
"87" "52.143529484911" "21.039362218022" "Jedynka. Gabinet Stomatologiczny" "pasa¿ Ursynowski 1/U11 02-784, Warszawa" "ChIJ31vDEIUyGUcRtPC1XFzuAqQ" "dentist,health" 5 1 52.1532113 21.0370541 "dentist"
"88" "52.143529484911" "21.039362218022" "Dentistry. Adam Goliñski" "Stryjeñskich 19, Warszawa" "ChIJPxyZeIQtGUcRdJtMkdqVXPY" "dentist,health" 4.3 4 52.135696 21.050127 "dentist"
"89" "52.143529484911" "21.039362218022" "Gabinet Stomatologiczny Danuta Grabowska-Cieœlak" "Lanciego 19/133, Warszawa" "ChIJz0cGEt0tGUcRxDAnWOz0o0s" "dentist,health" NA NA 52.1460608 21.0550616 "dentist"
"90" "52.143529484911" "21.039362218022" "Kuczyñska Iwona, lek. stomatolog" "pasa¿ Ursynowski 1, Warszawa" "ChIJtaL4E4UyGUcRDGTli7E1bak" "dentist,health" 5 1 52.1533963 21.0366506 "dentist"
"91" "52.143529484911" "21.039362218022" "Gabinet stomatologiczny Porêbska Joanna - protetyka, endodoncja" "Stryjeñskich 17, Warszawa" "ChIJG05bhYQtGUcR8bobz6W17RM" "dentist,health" 3 2 52.135136 21.0512199 "dentist"
"92" "52.143529484911" "21.039362218022" "Gabinet stomatologiczny" "Kanarkowa 13, Warszawa" "ChIJvSZpFnoyGUcRT1Po_FeFU6Y" "dentist,health" 1 2 52.1358509 21.02743 "dentist"
"93" "52.143529484911" "21.039362218022" "STYLE 'WHITE - teeth whitening in 10 minutes" "Leonida Teligi 5/8, Warszawa" "ChIJGTVR1YIyGUcRedIsHcmMrFA" "dentist,health" NA NA 52.1531266 21.0470239 "dentist"
"94" "52.143529484911" "21.039362218022" "Gabinet Stomatologiczny - El¿bieta Panas" "Ma³ej £¹ki 7, Warszawa" "ChIJI1hqQIMtGUcRY1oZgG0U7mk" "dentist,health" 5 1 52.1364177 21.053387 "dentist"
"95" "52.143529484911" "21.039362218022" "Hajduga Dorota, lek. stomatolog. Gabinet" "Edwarda Dembowskiego 2, Warszawa" "ChIJ38fLlI8yGUcRuew76S3FBsE" "dentist,health" NA NA 52.1543459 21.0330942 "dentist"
"96" "52.143529484911" "21.039362218022" "Dentysta i Ginekolog" "Lanciego 10, Warszawa" "ChIJTZf4mXktGUcRwqbpHHLfEqo" "dentist,health" NA NA 52.1438829 21.0580218 "dentist"
"97" "52.143529484911" "21.039362218022" "Stomatologia" "Ma³ej £¹ki 10, Warszawa" "ChIJFcl6TYMtGUcRJeEXm5bATJM" "dentist,health" NA NA 52.1357843 21.0547909 "dentist"
"98" "52.143529484911" "21.039362218022" "White & Beauty - Wybielanie zêbów Warszawa Ursynów" "Aleja Komisji Edukacji Narodowej 36/113, Warszawa" "ChIJa2dkAzAtGUcRNBUkCfd769s" "dentist,health" 5 2 52.1397318 21.0587536 "dentist"
"99" "52.143529484911" "21.039362218022" "Elle Med" "Eugeniusza Romera 4, Warszawa" "ChIJewXKao4yGUcRKZpLYmLpUKs" "dentist,health" 2.8 5 52.1550246 21.0307091 "dentist"
"100" "52.143020490537" "21.06857864185" "Specjalistyczna Lecznica Dentystyczno - Lekarska GALMED s.c. dr Anna i Gustaw Lech" "Aleja Komisji Edukacji Narodowej 26, Warszawa" "ChIJ_YPjoZ4tGUcRdFpvIAsDtaE" "hospital,doctor,dentist,health" 5 5 52.1345286 21.0628216 "dentist"
"101" "52.143020490537" "21.06857864185" "Triclinium" "Aleja Komisji Edukacji Narodowej 47, Warszawa" "ChIJ2zlc2ngtGUcR_M-jLXt_s_Q" "dentist,health" 4.2 18 52.1425549 21.0528825 "dentist"
"102" "52.143020490537" "21.06857864185" "Stomatologia KEN 50" "Aleja Komisji Edukacji Narodowej 50, Warszawa" "ChIJ3UQEHnktGUcR1XtRhs36iK4" "dentist,health" 3.9 10 52.1435054 21.0549895 "dentist"
"103" "52.143020490537" "21.06857864185" "ANIDENT" "Belgradzka 12, Warszawa" "ChIJjwBBl3ctGUcRaD2lvezbLxY" "doctor,dentist,health" 4.4 106 52.1411976 21.0613794 "dentist"
"104" "52.143020490537" "21.06857864185" "Orthos" "Meander 22, Warszawa" "ChIJT4FOwHgtGUcRkWP7WqWYMhM" "dentist,health" 3.3 32 52.1425862 21.0539369 "dentist"
"105" "52.143020490537" "21.06857864185" "Dentice Art Dental Clinic" "Aleja Komisji Edukacji Narodowej 48, Warszawa" "ChIJ2Yk_43gtGUcRnAeNuhmVzk0" "dentist,doctor,health" 4 28 52.1430446 21.0551707 "dentist"
"106" "52.143020490537" "21.06857864185" "Laboratorium Ceramiki Dentystycznej M.£.Markowscy" "Jana Roso³a 44A, Warszawa" "ChIJF4Dwk3YtGUcRWE0643Als5Y" "dentist,health" NA NA 52.1418399 21.0667513 "dentist"
"107" "52.143020490537" "21.06857864185" "Centrum Medyczne Corten Medic" "Belgradzka 4/U10, Warszawa" "ChIJRanY_HYtGUcR4WMs7iImiCo" "doctor,dentist,health" 4.7 48 52.142161 21.064697 "dentist"
"108" "52.143020490537" "21.06857864185" "MyDent Klinika Stomatologiczna" "Aleja Komisji Edukacji Narodowej 46/7, Warszawa" "ChIJoaJIQ3gtGUcROfm_ACZoFDk" "dentist,health" 2 4 52.1419179 21.0566679 "dentist"
"109" "52.143020490537" "21.06857864185" "Gabinet Stomatologiczny Dentalia" "Lanciego 14/lok 158, Warszawa" "ChIJob5h5HstGUcRl-_KQc-06NU" "dentist,health" 5 16 52.146767 21.0567719 "dentist"
"110" "52.143020490537" "21.06857864185" "Warszawski Dentysta - Poradnia stomatologiczna Ursynów" "Aleja Komisji Edukacji Narodowej 21, Warszawa" "ChIJ-16uEJwtGUcRvk_AthZFwzw" "dentist,health" 5 2 52.134766 21.06176 "dentist"
"111" "52.143020490537" "21.06857864185" "Gabinet stomatologiczny MALDENT" "Ksawerego Bronikowskiego 1/212, Warszawa" "ChIJW8v8V58tGUcRmU_8YZldWf8" "dentist,health" 3 2 52.1326698 21.0686184 "dentist"
"112" "52.143020490537" "21.06857864185" "Family Dent Tatiana i Grzegorz Szewczak" "Aleja Komisji Edukacji Narodowej 15/lok.u5, Warszawa" "ChIJy31_TJktGUcRpiJ2xu4HavI" "dentist,health" 5 2 52.1332713 21.0633462 "dentist"
"113" "52.143020490537" "21.06857864185" "Meander Dentistry Warsaw Ursynów" "Meander 21, Warszawa" "ChIJHyP7NH8tGUcRw4RnjesKNnE" "dentist,doctor,health" 4.7 15 52.142784 21.051634 "dentist"
"114" "52.143020490537" "21.06857864185" "Kabaty Dental" "lokal H 18, W¹wozowa 4, Warszawa" "ChIJJyP1k6EtGUcRp-Exm5ve4vY" "dentist,health" 4 4 52.1327595 21.0726142 "dentist"
"115" "52.143020490537" "21.06857864185" "Wit Dental Clinic" "Nowoursynowska 145E, Warszawa" "ChIJa4PqWmMtGUcREHp9lbTd0do" "dentist,health" 4.4 12 52.1518869 21.058108 "dentist"
"116" "52.143020490537" "21.06857864185" "Dental Service" "Braci Wagów 4, Warszawa" "ChIJDcMgYIItGUcR6clcwygxeOs" "doctor,dentist,health" 4.2 25 52.139496 21.053895 "dentist"
